"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Imanaga, Shota","684007","2024","694","489",0.225,0.234,-0.009000000000000008,0.385,0.39,-0.0050000000000000044,0.279,0.286,-0.006999999999999951,"2.91","3.39","-0.482"
"Taillon, Jameson","592791","2024","675","515",0.243,0.256,-0.013000000000000012,0.387,0.419,-0.03199999999999997,0.289,0.311,-0.02200000000000002,"3.27","4.05","-0.784"
"Assad, Javier","665871","2024","638","445",0.254,0.261,-0.007000000000000006,0.422,0.436,-0.014000000000000012,0.33,0.341,-0.01100000000000001,"3.73","4.97","-1.235"
"Hendricks, Kyle","543294","2024","567","434",0.286,0.276,0.009999999999999953,0.442,0.426,0.016000000000000014,0.339,0.336,0.0030000000000000027,"5.92","4.81","1.113"
"Steele, Justin","657006","2024","555","379",0.219,0.212,0.007000000000000006,0.336,0.303,0.03300000000000003,0.271,0.258,0.013000000000000012,"3.07","2.74","0.334"
"Armstrong, Shawn","542888","2024","295","202",0.289,0.277,0.011999999999999955,0.436,0.442,-0.006000000000000005,0.345,0.345,0,"4.86","5.11","-0.25"
"Pearson, Nate","663878","2024","285","187",0.263,0.242,0.02100000000000002,0.459,0.431,0.028000000000000025,0.333,0.324,0.009000000000000008,"4.48","4.43","0.047"
"Wesneski, Hayden","669713","2024","283","193",0.215,0.234,-0.019000000000000017,0.392,0.427,-0.034999999999999976,0.293,0.315,-0.02200000000000002,"3.86","4.17","-0.313"
"Smyly, Drew","592767","2024","257","173",0.252,0.234,0.017999999999999988,0.416,0.368,0.04799999999999999,0.325,0.301,0.02400000000000002,"3.83","3.78","0.055"
"Miller, Tyson","668338","2024","235","165",0.18,0.22,-0.04000000000000001,0.313,0.388,-0.07500000000000001,0.242,0.287,-0.044999999999999984,"2.32","3.41","-1.087"
"Brown, Ben","676962","2024","222","138",0.208,0.231,-0.02300000000000002,0.33,0.395,-0.065,0.268,0.315,-0.046999999999999986,"3.58","4.17","-0.592"
"López, Jorge","605347","2024","216","146",0.235,0.22,0.014999999999999986,0.372,0.375,-0.0030000000000000027,0.298,0.294,0.0040000000000000036,"2.89","3.59","-0.703"
"Wicks, Jordan","696136","2024","212","148",0.291,0.267,0.023999999999999966,0.497,0.45,0.046999999999999986,0.373,0.347,0.026000000000000023,"5.48","5.18","0.298"
