"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Bibee, Tanner","676440","2024","710","471",0.23,0.237,-0.0069999999999999785,0.406,0.393,0.013000000000000012,0.299,0.301,-0.0020000000000000018,"3.47","3.78","-0.308"
"Lively, Ben","594902","2024","632","460",0.241,0.24,0.0010000000000000009,0.419,0.4,0.01899999999999996,0.315,0.309,0.006000000000000005,"3.81","4.00","-0.185"
"Carrasco, Carlos","471911","2024","447","320",0.276,0.26,0.016000000000000014,0.505,0.436,0.069,0.36,0.333,0.02699999999999997,"5.64","4.71","0.933"
"Allen, Logan","671106","2024","432","308",0.295,0.276,0.01899999999999996,0.551,0.496,0.05500000000000005,0.39,0.367,0.02300000000000002,"5.73","5.90","-0.167"
"Avila, Pedro","658648","2024","353","231",0.239,0.261,-0.02200000000000002,0.369,0.402,-0.03300000000000003,0.304,0.33,-0.026000000000000023,"3.81","4.62","-0.81"
"McKenzie, Triston","663474","2024","340","215",0.24,0.242,-0.0020000000000000018,0.479,0.482,-0.0030000000000000027,0.359,0.361,-0.0020000000000000018,"5.12","5.67","-0.555"
"Williams, Gavin","668909","2024","332","218",0.246,0.248,-0.0020000000000000018,0.396,0.39,0.006000000000000005,0.315,0.317,-0.0020000000000000018,"4.86","4.22","0.635"
"Smith, Cade","671922","2024","289","166",0.19,0.193,-0.0030000000000000027,0.28,0.305,-0.024999999999999967,0.235,0.249,-0.014000000000000012,"1.91","2.55","-0.638"
"Gaddis, Hunter","683769","2024","278","194",0.166,0.2,-0.034,0.282,0.334,-0.052000000000000046,0.22,0.257,-0.037000000000000005,"1.57","2.72","-1.153"
"Clase, Emmanuel","661403","2024","270","192",0.154,0.214,-0.06,0.202,0.303,-0.10099999999999998,0.175,0.245,-0.07,"0.60","2.47","-1.865"
"Herrin, Tim","682120","2024","257","159",0.173,0.209,-0.036000000000000004,0.24,0.319,-0.07900000000000001,0.236,0.28,-0.04400000000000004,"1.92","3.24","-1.321"
"Sandlin, Nick","680704","2024","246","145",0.222,0.222,0,0.435,0.413,0.02200000000000002,0.328,0.326,0.0020000000000000018,"3.75","4.49","-0.744"
"Barlow, Scott","605130","2024","241","138",0.216,0.231,-0.015000000000000013,0.358,0.363,-0.0050000000000000044,0.306,0.315,-0.009000000000000008,"4.25","4.17","0.085"
