"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Webb, Logan","657277","2024","841","617",0.258,0.272,-0.014000000000000012,0.355,0.412,-0.056999999999999995,0.288,0.32,-0.03200000000000003,"3.47","4.31","-0.836"
"Harrison, Kyle","690986","2024","532","365",0.263,0.257,0.006000000000000005,0.433,0.437,-0.0040000000000000036,0.33,0.338,-0.008000000000000007,"4.56","4.87","-0.31"
"Hicks, Jordan","663855","2024","481","329",0.265,0.258,0.007000000000000006,0.414,0.423,-0.009000000000000008,0.336,0.339,-0.0030000000000000027,"4.10","4.91","-0.807"
"Snell, Blake","605483","2024","418","228",0.174,0.178,-0.0040000000000000036,0.263,0.278,-0.015000000000000013,0.241,0.25,-0.009000000000000008,"3.12","2.57","0.545"
"Hjelle, Sean","663546","2024","337","243",0.268,0.249,0.019000000000000017,0.398,0.379,0.019000000000000017,0.306,0.293,0.013000000000000012,"3.90","3.56","0.345"
"Birdsong, Hayden","806185","2024","315","180",0.216,0.231,-0.015000000000000013,0.39,0.401,-0.01100000000000001,0.321,0.331,-0.010000000000000009,"4.75","4.65","0.1"
"Walker, Ryan","676254","2024","308","182",0.179,0.193,-0.014000000000000012,0.265,0.297,-0.03199999999999997,0.233,0.252,-0.01899999999999999,"1.91","2.61","-0.697"
"Rogers, Tyler","643511","2024","290","225",0.245,0.238,0.007000000000000006,0.374,0.34,0.033999999999999975,0.281,0.27,0.01100000000000001,"2.81","3.01","-0.195"
"Miller, Erik","669062","2024","284","158",0.205,0.19,0.014999999999999986,0.344,0.298,0.045999999999999985,0.296,0.276,0.019999999999999962,"3.88","3.14","0.736"
"Doval, Camilo","666808","2024","271","152",0.241,0.187,0.05399999999999999,0.393,0.317,0.07600000000000001,0.327,0.288,0.039000000000000035,"4.88","3.44","1.441"
"Rogers, Taylor","573124","2024","249","161",0.237,0.216,0.02099999999999999,0.397,0.336,0.061,0.309,0.282,0.027000000000000024,"2.40","3.29","-0.89"
"Winn, Keaton","676775","2024","238","165",0.268,0.273,-0.0050000000000000044,0.493,0.479,0.014000000000000012,0.354,0.358,-0.0040000000000000036,"7.16","5.56","1.597"
"Rodríguez, Randy","678495","2024","221","146",0.24,0.207,0.033,0.372,0.342,0.02999999999999997,0.301,0.278,0.022999999999999965,"4.30","3.19","1.109"
"Roupp, Landen","694738","2024","217","143",0.226,0.241,-0.014999999999999986,0.326,0.356,-0.02999999999999997,0.294,0.311,-0.017000000000000015,"3.58","4.05","-0.474"
